RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,MonthlyIncome_is_missing,NumberOfDependents_is_missing,has_special_value,has_dependent,total_late_payments,has_any_late_payment,income_per_dependent,age_bucket_ordinal,age_bucket_elder,age_bucket_middle,age_bucket_senior,age_bucket_young
0.17087356706773063,36,2,0.26633031083639835,8.976767625171433,9,0,1,0,2.0,0,0,0,1,2,1,2638.6666666666665,1,0.0,1.0,0.0,0.0
0.0,36,0,0.17867862854769,9.176886995716963,4,0,1,1,1.0,0,0,0,1,1,1,4835.0,1,0.0,1.0,0.0,0.0
0.6755623375211974,40,0,0.7229021198760357,8.476579508530941,17,0,2,0,0.0,0,0,0,0,0,0,4800.0,1,0.0,1.0,0.0,0.0
0.027362092210685376,56,0,0.44761369112067995,7.824445930877619,4,0,1,0,0.0,0,0,0,0,0,0,2500.0,2,0.0,0.0,1.0,0.0
0.12962546491082863,62,0,0.7120423619378646,8.598957493218878,16,0,5,0,0.0,0,0,0,0,0,0,5425.0,3,1.0,0.0,0.0,0.0
0.05013559581308505,37,0,0.2645867375589286,8.031710375322042,6,0,1,0,0.0,0,0,0,0,0,0,3076.0,1,0.0,1.0,0.0,0.0
0.04563093620269725,47,0,0.527957307265394,8.976767625171433,10,0,3,0,1.0,0,0,0,1,0,0,3958.0,2,0.0,0.0,1.0,0.0
0.17671892632948416,51,0,0.7074483091887896,8.16223106548118,14,0,1,0,1.0,0,0,0,1,0,0,1752.5,2,0.0,0.0,1.0,0.0
0.35515094053525903,48,0,0.5091372262247055,8.071218539969863,8,0,2,0,0.0,0,0,0,0,0,0,3200.0,2,0.0,0.0,1.0,0.0
0.18873606809053675,45,0,0.2790387553738615,8.682199026000504,10,0,2,0,2.0,0,0,0,1,0,0,1965.3333333333333,1,0.0,1.0,0.0,0.0
0.0,65,0,0.5433811484336348,8.06054004653864,8,0,2,0,0.0,0,0,0,0,0,0,3166.0,3,1.0,0.0,0.0,0.0
0.302958632098096,50,0,0.6619303330457156,7.601402334583733,5,0,1,0,1.0,0,0,0,1,0,0,1000.0,2,0.0,0.0,1.0,0.0
0.01365524629893679,82,0,0.018481996823979073,8.556413904569519,17,0,0,0,0.0,0,0,0,0,0,0,5199.0,3,1.0,0.0,0.0,0.0
0.0,60,0,6.180016653652572,8.597297435657898,2,0,0,0,0.0,1,0,0,0,0,0,5416.0,2,0.0,0.0,1.0,0.0
0.06054357853251662,25,0,0.36635693096913496,7.719129840906732,13,0,1,0,0.0,0,0,0,0,0,0,2250.0,0,0.0,0.0,0.0,1.0
0.4710091597804176,37,0,0.25506829038270723,8.389814262086407,6,0,0,0,0.0,0,0,0,0,0,0,4401.0,1,0.0,1.0,0.0,0.0
1.0602328603887832,43,1,0.14493608814877684,8.94819608331224,5,1,0,2,1.0,0,0,0,1,4,1,3846.5,1,0.0,1.0,0.0,0.0
0.693147130559944,53,0,0.2422700190856596,8.81001204797317,4,0,1,0,1.0,0,0,0,1,0,0,3350.0,2,0.0,0.0,1.0,0.0
8.813884558025606,43,0,1.3410447125840557,7.418780882750794,6,0,2,0,3.0,0,0,0,1,0,0,416.5,1,0.0,1.0,0.0,0.0
0.06660506561287717,67,1,0.17033608799335734,8.960852845322371,9,0,1,0,0.0,0,0,0,0,1,1,7791.0,3,1.0,0.0,0.0,0.0
0.05392790240795901,58,1,0.19393426915140555,9.658417870888224,14,0,3,0,0.0,0,0,0,0,1,1,15652.0,2,0.0,0.0,1.0,0.0
0.6764014547657843,30,0,0.23759743839259778,8.648396877031582,8,0,0,0,1.0,0,0,0,1,0,0,2850.0,0,0.0,0.0,0.0,1.0
0.0,59,0,0.6433602557646517,6.688354713946762,3,0,1,0,0.0,0,0,0,0,0,0,802.0,2,0.0,0.0,1.0,0.0
0.6190392083293004,69,0,7.3613754289773485,8.597297435657898,17,0,0,0,2.0,1,0,0,1,0,0,1805.3333333333333,3,1.0,0.0,0.0,0.0
0.7367932077436212,53,1,0.41777348891819505,7.555381944240273,3,0,0,0,1.0,0,0,0,1,1,1,955.0,2,0.0,0.0,1.0,0.0
0.47396533817836867,53,0,0.3728506856571844,8.555259392222693,7,0,2,0,2.0,0,0,0,1,0,0,1731.0,2,0.0,0.0,1.0,0.0
0.055842777825857226,41,0,0.17973617507297324,7.601402334583733,7,0,0,0,2.0,0,0,0,1,0,0,666.6666666666666,1,0.0,1.0,0.0,0.0
0.693147130559944,83,0,0.0,9.18039649560311,4,0,0,0,0.0,0,0,0,0,0,0,9704.0,3,1.0,0.0,0.0,0.0
0.15780498756120856,49,0,0.2613895234078942,9.259225769705994,9,0,1,0,0.0,0,0,0,0,0,0,10500.0,2,0.0,0.0,1.0,0.0
0.04176563459188461,63,0,0.22453670682225949,9.076923258535832,12,0,1,0,0.0,0,0,0,0,0,0,8750.0,3,1.0,0.0,0.0,0.0
0.1031832556465147,46,0,6.773080375655535,8.597297435657898,5,0,1,0,2.0,1,0,0,1,0,0,1805.3333333333333,2,0.0,0.0,1.0,0.0
0.23544102171661427,33,0,0.02293806842390771,8.575650760987806,3,0,0,0,3.0,0,0,0,1,0,0,1325.0,1,0.0,1.0,0.0,0.0
0.17806076248818042,73,0,5.384495062789089,8.597297435657898,5,0,0,0,0.0,1,0,0,0,0,0,5416.0,3,1.0,0.0,0.0,0.0
0.07089813585089208,77,0,0.003179652542776521,8.927446816256198,3,0,0,0,0.0,0,0,0,0,0,0,7535.0,3,1.0,0.0,0.0,0.0
0.0039379152241584715,53,0,0.0010469707348177125,9.259225769705994,8,0,0,0,2.0,0,0,0,1,0,0,3500.0,2,0.0,0.0,1.0,0.0
0.05839090539898672,57,0,0.1925814989535194,8.841737428600585,9,0,1,0,1.0,0,0,0,1,0,0,3458.0,2,0.0,0.0,1.0,0.0
0.2783475356560279,50,0,0.3585507112866623,8.149601735736155,6,0,1,0,0.0,0,0,0,0,0,0,3461.0,2,0.0,0.0,1.0,0.0
0.36472951055002867,25,0,6.8308742346461795,8.597297435657898,3,0,0,0,0.0,1,0,0,0,0,0,5416.0,0,0.0,0.0,0.0,1.0
0.4202781597833931,32,0,0.7070246430975834,8.08825472712243,15,0,1,0,0.0,0,0,0,0,0,0,3255.0,1,0.0,1.0,0.0,0.0
0.693147130559944,22,0,0.09205307847677692,8.412054873292933,2,0,0,0,0.0,0,0,0,0,0,0,4500.0,0,0.0,0.0,0.0,1.0
0.07321692772008466,47,1,0.9016085757848141,7.588829878307813,14,0,2,0,3.0,0,0,0,1,1,1,493.75,2,0.0,0.0,1.0,0.0
0.0,71,0,8.063062911326792,8.597297435657898,7,0,2,0,0.0,1,0,0,0,0,0,5416.0,3,1.0,0.0,0.0,0.0
0.351006592143956,49,2,1.1158540950883706,7.7406644019172415,10,0,1,1,0.0,0,0,0,0,3,1,2299.0,2,0.0,0.0,1.0,0.0
0.02897547388620904,71,0,0.22163866033358465,8.740496729931813,9,0,1,0,0.0,0,0,0,0,0,0,6250.0,3,1.0,0.0,0.0,0.0
0.043475850088337376,33,0,0.016641279615904076,8.814924599721019,5,0,0,0,0.0,0,0,0,0,0,0,6733.0,1,0.0,1.0,0.0,0.0
0.5262235469331272,30,3,0.23887886574729544,8.474703139795285,12,1,0,1,3.0,0,0,0,1,5,1,1197.75,0,0.0,0.0,0.0,1.0
0.013105040608613188,56,0,0.13620526139910924,9.721185995542177,24,0,1,0,4.0,0,0,0,1,0,0,3333.2,2,0.0,0.0,1.0,0.0
0.314173688060522,49,0,0.3123448772808323,9.105090961257085,21,0,2,0,3.0,0,0,0,1,0,0,2250.0,2,0.0,0.0,1.0,0.0
0.041285163400986924,55,0,0.0631522932675325,7.741099090035366,11,0,0,0,0.0,0,0,0,0,0,0,2300.0,2,0.0,0.0,1.0,0.0
0.0115019986709943,49,0,0.4528365018542021,7.3783837129967145,15,0,0,0,0.0,0,0,0,0,0,0,1600.0,2,0.0,0.0,1.0,0.0
0.01675795285777988,51,0,2.3978952727983707,8.597297435657898,2,0,0,0,0.0,1,0,0,0,0,0,5416.0,2,0.0,0.0,1.0,0.0
0.5830324247242074,44,0,0.2967020644858459,8.948715833843691,10,0,0,0,0.0,0,0,0,0,0,0,7697.0,1,0.0,1.0,0.0,0.0
0.09584055549390624,36,0,0.3302416869955769,8.377241230988792,8,1,0,0,0.0,0,0,0,0,1,1,4346.0,1,0.0,1.0,0.0,0.0
0.07568068293838909,58,0,0.18136195235418603,9.007856923358275,13,0,1,1,2.0,0,0,0,1,1,1,2722.0,2,0.0,0.0,1.0,0.0
0.29255585152196967,51,0,0.43406088238580454,8.38958706681109,6,0,2,0,2.0,0,0,0,1,0,0,1466.6666666666667,2,0.0,0.0,1.0,0.0
0.0076693660832659865,48,1,0.3365674492312057,8.412054873292933,15,0,0,0,4.0,0,0,0,1,1,1,900.0,2,0.0,0.0,1.0,0.0
0.03952859556032083,92,0,0.014206420247613774,7.857867559331803,4,0,0,0,0.0,0,0,0,0,0,0,2585.0,3,1.0,0.0,0.0,0.0
0.30695620497213655,22,0,0.00993056828165213,6.2166061010848646,1,0,0,0,0.0,0,0,0,0,0,0,500.0,0,0.0,0.0,0.0,1.0
0.42118388757639363,69,1,0.450337834525052,8.465899897028686,11,0,2,0,0.0,0,0,0,0,1,1,4749.0,3,1.0,0.0,0.0,0.0
0.5115252042025232,60,0,4.406719247264253,8.597297435657898,2,0,0,0,0.0,1,0,0,0,0,0,5416.0,2,0.0,0.0,1.0,0.0
0.12265424093683351,51,0,0.41565359079895203,8.612685172875459,5,0,2,0,0.0,0,0,0,0,0,0,5500.0,2,0.0,0.0,1.0,0.0
0.6931274063644373,50,0,8.29853954537488,8.597297435657898,3,0,2,0,0.0,1,0,0,0,0,0,5416.0,2,0.0,0.0,1.0,0.0
0.046810875240227375,62,1,0.17173773607010928,9.581972891547895,5,0,1,0,0.0,0,0,0,0,1,1,14500.0,3,1.0,0.0,0.0,0.0
0.07606866716295954,34,0,0.8829888804802394,8.111928063310739,12,0,3,0,1.0,0,0,0,1,0,0,1666.5,1,0.0,1.0,0.0,0.0
0.0,59,0,0.06795362832746558,8.906664409770052,2,0,0,0,1.0,0,0,0,1,0,0,3690.0,2,0.0,0.0,1.0,0.0
0.19616840598684246,50,0,0.23493368730137526,8.877242435993919,9,0,3,0,3.0,0,0,0,1,0,0,1791.5,2,0.0,0.0,1.0,0.0
0.029997587514602915,41,0,0.1469573627023128,9.332646496360152,6,0,2,0,0.0,0,0,0,0,0,0,11300.0,1,0.0,1.0,0.0,0.0
0.020555667219843813,79,0,0.0062150604381307085,7.785720896534624,2,0,0,0,0.0,0,0,0,0,0,0,2405.0,3,1.0,0.0,0.0,0.0
0.3798078989440661,66,0,0.07570436573915053,9.321613374385612,14,0,0,1,0.0,0,0,0,0,1,1,11176.0,3,1.0,0.0,0.0,0.0
0.43054167754677597,67,0,0.4141392117283705,8.279189777195004,11,0,0,0,0.0,0,0,0,0,0,0,3940.0,3,1.0,0.0,0.0,0.0
0.2626450773435568,48,0,0.33827480815539024,9.262078567380597,15,0,2,0,3.0,0,0,0,1,0,0,2632.5,2,0.0,0.0,1.0,0.0
0.14058807929093367,54,0,0.5190352505715659,8.441175704992322,13,0,3,0,1.0,0,0,0,1,0,0,2316.5,2,0.0,0.0,1.0,0.0
0.46428139595227114,46,0,0.25217711739095916,8.153637486385282,5,0,0,0,0.0,0,0,0,0,0,0,3475.0,2,0.0,0.0,1.0,0.0
0.0475831779593092,44,0,0.1405143296956019,9.680406499268875,10,0,1,0,2.0,0,0,0,1,0,0,5333.333333333333,1,0.0,1.0,0.0,0.0
0.04783373646204294,66,0,0.02244483261496691,6.675823221634848,4,0,0,0,0.0,0,0,0,0,0,0,792.0,3,1.0,0.0,0.0,0.0
0.693147130559944,52,0,0.1654534442445816,7.824445930877619,5,0,0,0,1.0,0,0,0,1,0,0,1250.0,2,0.0,0.0,1.0,0.0
0.41003971196754224,45,0,7.808526199198255,0.6931471805599453,19,0,4,0,3.0,0,0,0,1,0,0,0.25,1,0.0,1.0,0.0,0.0
0.08517141304368082,43,0,0.254250942610396,9.04793908261736,7,0,2,0,2.0,0,0,0,1,0,0,2833.3333333333335,1,0.0,1.0,0.0,0.0
0.02489375821289286,61,0,0.13891176281404335,9.088285725968877,9,0,1,0,0.0,0,0,0,0,0,0,8850.0,3,1.0,0.0,0.0,0.0
0.516367840669919,67,0,0.5883877980742528,8.932740634865914,14,0,2,0,0.0,0,0,0,0,0,0,7575.0,3,1.0,0.0,0.0,0.0
0.08821976759153395,43,0,0.3864183643800066,9.086363192156472,11,0,3,0,0.0,0,0,0,0,0,0,8833.0,1,0.0,1.0,0.0,0.0
0.5103110299853195,65,0,0.6764539176262008,8.335191583433202,9,0,2,0,0.0,0,0,0,0,0,0,4167.0,3,1.0,0.0,0.0,0.0
0.05418699504447931,40,0,0.23251761635614504,8.955577146281511,10,0,2,0,3.0,0,0,0,1,0,0,1937.5,1,0.0,1.0,0.0,0.0
0.2299897195329056,76,0,0.386908706110556,7.824845691026856,6,0,2,0,0.0,0,0,0,0,0,0,2501.0,3,1.0,0.0,0.0,0.0
0.019147554939989615,75,0,0.0007269427131093318,9.305741456739435,2,0,0,0,0.0,0,0,0,0,0,0,11000.0,3,1.0,0.0,0.0,0.0
0.6610769213889237,22,0,1.320760319816515,5.303304908059076,2,0,0,0,0.0,0,0,0,0,0,0,200.0,0,0.0,0.0,0.0,1.0
0.5052284716941857,45,1,0.3893928708869542,8.671286726753637,10,0,1,0,2.0,0,0,0,1,1,1,1944.0,1,0.0,1.0,0.0,0.0
0.09763626146845489,46,0,0.22715611978301065,9.15915233520675,15,0,2,1,0.0,0,0,0,0,1,1,9500.0,2,0.0,0.0,1.0,0.0
0.08579024137359467,63,0,0.06274541886512931,9.259225769705994,6,0,1,0,0.0,0,0,0,0,0,0,10500.0,3,1.0,0.0,0.0,0.0
0.40738786975001673,40,1,0.1823056850013317,9.259225769705994,10,0,2,1,2.0,0,0,0,1,2,1,3500.0,1,0.0,1.0,0.0,0.0
0.17286878394660318,78,0,0.011008634019106012,8.630700432209832,3,0,0,0,0.0,0,0,0,0,0,0,5600.0,3,1.0,0.0,0.0,0.0
0.4348318886784817,34,3,0.33208312569344023,8.006700845440367,11,0,0,0,0.0,0,0,0,0,3,1,3000.0,1,0.0,1.0,0.0,0.0
0.0,61,0,0.15410467019740293,9.832528463595635,6,0,2,0,1.0,0,0,0,1,0,0,9314.5,3,1.0,0.0,0.0,0.0
0.03488344965604218,59,0,0.36101334574945176,7.566311014772463,6,0,2,0,0.0,0,0,0,0,0,0,1931.0,2,0.0,0.0,1.0,0.0
0.6693648469773984,51,0,0.05088595503614044,7.901377353792616,3,1,0,0,0.0,0,0,0,0,1,1,2700.0,2,0.0,0.0,1.0,0.0
0.10001147501384851,50,0,0.31177748138568884,9.0280988119824,7,0,2,0,2.0,0,0,0,1,0,0,2777.6666666666665,2,0.0,0.0,1.0,0.0
0.693147130559944,37,1,0.0877756106386882,7.949444420250626,1,0,0,0,1.0,0,0,0,1,1,1,1416.5,1,0.0,1.0,0.0,0.0
0.693147130559944,48,0,0.01180758528594418,7.691200097522863,0,0,0,0,0.0,0,0,0,0,0,0,2188.0,2,0.0,0.0,1.0,0.0
0.021730318105794837,48,0,0.6946453083059673,7.601402334583733,14,0,1,0,1.0,0,0,0,1,0,0,1000.0,2,0.0,0.0,1.0,0.0
0.7195407612931795,36,3,0.28530446443060975,8.846209127360996,17,0,1,1,1.0,0,0,0,1,4,1,3473.5,1,0.0,1.0,0.0,0.0
0.0,48,0,0.0,8.10349427838097,8,0,0,0,0.0,0,0,0,0,0,0,3305.0,2,0.0,0.0,1.0,0.0
0.0,59,0,6.848005274576363,8.597297435657898,3,0,1,0,0.0,1,0,0,0,0,0,5416.0,2,0.0,0.0,1.0,0.0
0.012560254710227113,84,0,0.0033938942200410567,9.210440366976517,9,0,0,0,0.0,0,0,0,0,0,0,10000.0,3,1.0,0.0,0.0,0.0
0.2745511190923077,68,0,7.201170883281678,8.597297435657898,6,0,2,0,0.0,1,0,0,0,0,0,5416.0,3,1.0,0.0,0.0,0.0
0.33359177349624347,27,0,0.2353140865796262,7.783640596221253,4,0,0,0,0.0,0,0,0,0,0,0,2400.0,0,0.0,0.0,0.0,1.0
0.5127731646764491,31,1,0.12211011189984473,9.137877200242468,7,0,0,0,0.0,0,0,0,0,1,1,9300.0,1,0.0,1.0,0.0,0.0
0.5870697768881895,46,0,0.4344446442256012,8.18060094759445,4,0,2,0,3.0,0,0,0,1,0,0,892.5,2,0.0,0.0,1.0,0.0
0.3344742340856828,23,0,0.00453104529269237,7.00397413672268,2,0,0,0,0.0,0,0,0,0,0,0,1100.0,0,0.0,0.0,0.0,1.0
0.41879030731819733,67,0,0.29067062926384385,8.936035096566041,14,0,2,0,1.0,0,0,0,1,0,0,3800.0,3,1.0,0.0,0.0,0.0
0.0,52,0,0.32465365074451136,9.392745258631441,11,0,2,0,5.0,0,0,0,1,0,0,2000.0,2,0.0,0.0,1.0,0.0
0.0,50,0,2.0794415416798357,0.0,9,0,0,0,2.0,0,0,0,1,0,0,0.0,2,0.0,0.0,1.0,0.0
0.21246431228801324,31,0,0.33709088664638903,8.006700845440367,3,0,1,0,0.0,0,0,0,0,0,0,3000.0,1,0.0,1.0,0.0,0.0
0.21418412969228673,40,0,0.3112837521424099,8.857088135314953,5,0,1,0,1.0,0,0,0,1,0,0,3511.5,1,0.0,1.0,0.0,0.0
0.00309571831560448,47,0,0.3196413797664162,8.20849175174038,6,0,1,0,0.0,0,0,0,0,0,0,3671.0,2,0.0,0.0,1.0,0.0
0.693147130559944,40,1,0.007378745973166546,8.594339400592892,3,0,0,0,0.0,0,0,0,0,1,1,5400.0,1,0.0,1.0,0.0,0.0
0.012927028761988953,81,0,3.091042453358316,8.597297435657898,6,0,0,0,1.0,1,0,0,1,0,0,2708.0,3,1.0,0.0,0.0,0.0
0.0,55,0,6.054439346269371,8.597297435657898,6,0,0,0,0.0,1,0,0,0,0,0,5416.0,2,0.0,0.0,1.0,0.0
0.693147130559944,43,0,0.343993812089263,8.531293315795018,4,0,2,0,0.0,0,0,0,0,0,0,5070.0,1,0.0,1.0,0.0,0.0
0.744740130396317,26,0,0.4037229474271403,7.739794458408701,7,0,0,0,4.0,0,0,0,1,0,0,459.4,0,0.0,0.0,0.0,1.0
0.01648591248531114,53,0,0.004507236133124788,9.113388845899733,14,0,0,0,0.0,0,0,0,0,0,0,9075.0,2,0.0,0.0,1.0,0.0
0.04178551642390495,76,1,0.0221044642708785,8.289539484624141,6,0,0,0,0.0,0,0,0,0,1,1,3981.0,3,1.0,0.0,0.0,0.0
0.15517747021182685,41,0,0.3520878880656136,10.143842140580691,14,0,5,0,0.0,0,0,0,0,0,0,25433.0,1,0.0,1.0,0.0,0.0
0.06366318376657304,39,0,8.894533135798554,8.597297435657898,16,1,5,0,0.0,1,0,0,0,1,1,5416.0,1,0.0,1.0,0.0,0.0
0.06365006595312189,65,0,5.062595033026967,8.597297435657898,3,0,0,0,0.0,1,0,0,0,0,0,5416.0,3,1.0,0.0,0.0,0.0
0.04500781151218049,63,0,7.789040401657477,8.597297435657898,21,0,2,0,0.0,1,0,0,0,0,0,5416.0,3,1.0,0.0,0.0,0.0
0.008096612788892513,42,0,0.005437258283738465,7.696667081526462,6,0,0,0,0.0,0,0,0,0,0,0,2200.0,1,0.0,1.0,0.0,0.0
0.4088899632573159,36,0,5.739792912179234,8.597297435657898,1,0,0,0,0.0,1,0,0,0,0,0,5416.0,1,0.0,1.0,0.0,0.0
0.2162033783305536,37,0,0.48767058239192845,9.378478484253662,16,0,2,0,0.0,0,0,0,0,0,0,11830.0,1,0.0,1.0,0.0,0.0
0.15008947112889734,53,0,8.252185436003328,8.597297435657898,7,0,2,0,0.0,1,1,0,0,0,0,5416.0,2,0.0,0.0,1.0,0.0
0.08136986537925231,61,0,0.27206646400550016,9.140561477368266,12,0,2,0,3.0,0,0,0,1,0,0,2331.25,3,1.0,0.0,0.0,0.0
0.07305830108460802,68,0,0.20997058431072407,8.708144074908246,15,0,1,0,1.0,0,0,0,1,0,0,3025.5,3,1.0,0.0,0.0,0.0
0.6805437155168209,54,0,0.32316904742949765,8.657129031713755,12,0,1,0,2.0,0,0,0,1,0,0,1916.6666666666667,2,0.0,0.0,1.0,0.0
0.10519195205177988,50,0,0.49422184640155536,8.483429561263428,21,1,1,0,0.0,0,0,0,0,1,1,4833.0,2,0.0,0.0,1.0,0.0
0.0,65,0,6.787844982309579,8.597297435657898,7,0,2,0,0.0,1,0,0,0,0,0,5416.0,3,1.0,0.0,0.0,0.0
0.3856772949822543,66,3,0.17382185562692576,9.546884034617925,10,0,2,1,1.0,0,0,0,1,4,1,7000.0,3,1.0,0.0,0.0,0.0
0.0,43,0,0.0007993604263085777,7.824445930877619,5,0,0,0,0.0,0,0,0,0,0,0,2500.0,1,0.0,1.0,0.0,0.0
0.04069392167927894,63,0,7.641084249174914,8.597297435657898,7,0,1,0,0.0,1,0,0,0,0,0,5416.0,3,1.0,0.0,0.0,0.0
0.14654267679829677,29,0,0.3027373651422857,7.446585099157725,15,0,0,0,0.0,0,0,0,0,0,0,1713.0,0,0.0,0.0,0.0,1.0
0.49285802163680453,32,0,0.7394724278878138,8.160803920954665,10,0,2,0,3.0,0,0,0,1,0,0,875.0,1,0.0,1.0,0.0,0.0
0.13542537827581752,52,0,0.09297937558935804,7.3783837129967145,6,0,0,0,0.0,0,0,0,0,0,0,1600.0,2,0.0,0.0,1.0,0.0
0.0,40,0,7.866722285136729,8.597297435657898,4,0,2,0,0.0,1,0,0,0,0,0,5416.0,1,0.0,1.0,0.0,0.0
0.09550993621532082,45,0,0.15324854359613677,9.680406499268875,15,0,2,0,1.0,0,0,0,1,0,0,8000.0,1,0.0,1.0,0.0,0.0
0.09220524265384614,68,1,0.3153880819051493,8.884194633072273,12,0,1,0,0.0,0,0,0,0,1,1,7216.0,3,1.0,0.0,0.0,0.0
0.5554405557717943,32,2,0.14252297590727137,8.922791623969637,6,0,0,0,0.0,0,0,0,0,2,1,7500.0,1,0.0,1.0,0.0,0.0
0.025990881669368325,48,1,0.29272859132809864,9.03013657115323,15,0,1,0,0.0,0,0,0,0,1,1,8350.0,2,0.0,0.0,1.0,0.0
0.07636927811596184,63,0,4.955827057601261,8.597297435657898,6,0,0,0,1.0,1,0,0,1,0,0,2708.0,3,1.0,0.0,0.0,0.0
0.08356661878367426,50,0,0.13375241169800767,9.669914805731379,10,0,1,0,2.0,0,0,0,1,0,0,5277.666666666667,2,0.0,0.0,1.0,0.0
0.5853890874534061,44,2,0.5964082591402274,7.427144133408616,5,0,0,1,3.0,0,0,0,1,3,1,420.0,1,0.0,1.0,0.0,0.0
0.12468818635644677,52,0,0.16404648783623305,9.406482647787449,9,0,2,0,0.0,0,0,0,0,0,0,12166.0,2,0.0,0.0,1.0,0.0
0.6886799227053886,61,4,0.37996716697779653,8.77971129020447,14,1,2,0,0.0,0,0,0,0,5,1,6500.0,3,1.0,0.0,0.0,0.0
0.039566031408684435,65,0,0.3295123354584874,9.105090961257085,6,0,1,0,0.0,0,0,0,0,0,0,9000.0,3,1.0,0.0,0.0,0.0
0.08260732177609759,61,0,0.2734710908306123,9.76921302671366,9,0,3,0,0.0,0,0,0,0,0,0,17486.0,3,1.0,0.0,0.0,0.0
